,Name,Link,Year,Publisher,Platform
0,^_^,https://www.uvlist.net/game-267583-,2012,author,Windows
1,_ruz,https://www.uvlist.net/game-219346-RUZ,2015,breakfastgames,Linux
2,_ruz,https://www.uvlist.net/game-219350-RUZ,2015,breakfastgames,Mac OS X
3,_summer ,https://www.uvlist.net/game-156540-summer,2005,Hook,Windows
4,_summer ## ,https://www.uvlist.net/game-165436-summer,2006,GN Software ,PS2
5,- arcane raise -,https://www.uvlist.net/game-236580-Arcane+Raise,2017,WAX Publishing ,Windows
6,-atled- ,https://www.uvlist.net/game-243054-atled,2013,Moe App ,Android
7,-atled- ,https://www.uvlist.net/game-243055-atled,TBA,Moe App ,iOS
8,-atled- ,https://www.uvlist.net/game-243056-atled,2009,-atled- Seisaku Iinkai,Windows
9,-nvl*mgk- novel magika ,https://www.uvlist.net/game-258808-NVLMGK+Novel+Magika,2011,Nasska,Windows
10,-pp- pianissimo ,https://www.uvlist.net/game-177884-PP+Pianissimo,2006,Innocent Grey,Windows
11,:),https://www.uvlist.net/game-253903-,2020,torcado,Linux
12,:loop - izanahi no kaikiten ,https://www.uvlist.net/game-192515-Loop+Izanahi+no+Kaikiten,1995,Grocer,NEC PC9801
13,:loop ~izanahi no kaikiten~ ,https://www.uvlist.net/game-258806-Loop+Izanahi+no+Kaikiten,1997,Grocer,Windows
14,! that dick trying to steal our gold ! ,https://www.uvlist.net/game-204520-That+Dick+Trying+To+Steal+Our+Gold,2014,WTFOMGames,Linux
15,! that dick trying to steal our gold ! ,https://www.uvlist.net/game-229627-That+Dick+Trying+To+Steal+Our+Gold,2014,WTFOMGames,Windows
16,¡qué pasa neng! el videojuego,https://www.uvlist.net/game-194301-Que+Pasa+Neng+El+Videojuego,2006,Atari ,PS2
17,...in white ,https://www.uvlist.net/game-258807-...in+white,2009,ZIGZAG,Windows
18,...iru! ,https://www.uvlist.net/game-105603-...Iru,1998,Takara,PS
19,...knew the beginning,https://www.uvlist.net/game-268571-...Knew+the+Beginning,2022,Jokerngesund ,Windows
20,.detuned,https://www.uvlist.net/game-172882-.detuned,2009,Sony Computer Entertainment ,PS3
21,.dot,https://www.uvlist.net/game-218284-.dot,2015,TomDaUzi,Linux
22,.dungeon,https://www.uvlist.net/game-264473-.dungeon,?,Batts,Internet Only
23,.exe,https://www.uvlist.net/game-223837-.EXE,2016,Two Man Army Games,Linux
24,.exe,https://www.uvlist.net/game-229626-.EXE,2016,Two Man Army Games,Windows
25,.fuck ,https://www.uvlist.net/game-243057-.fuck,2006,Black Rainbow,Windows
26,.hack//frägment ,https://www.uvlist.net/game-164483-.hack+fragment,2005,Bandai ,PS2
27,.hack//g.u. last recode,https://www.uvlist.net/game-240592-.hack+G.U.+Last+Recode,2017,Bandai Namco Entertainment America ,PS4
28,.hack//g.u. last recode,https://www.uvlist.net/game-257557-.hack+G.U.+Last+Recode,2017,Namco Bandai Games,Windows
29,.hack//g.u. vol. 1//rebirth ,https://www.uvlist.net/game-164484-.hack+G.U.+vol.+1+Rebirth,2006,Namco;Bandai ,PS2
30,.hack//g.u. vol. 2//reminisce ,https://www.uvlist.net/game-164485-.hack+G.U.+vol.+2+Reminisce,2006,Namco;Bandai ,PS2
31,.hack//g.u. vol. 3//redemption ,https://www.uvlist.net/game-164486-.hack+G.U.+vol.+3+Redemption,2007,Namco;Bandai ,PS2
32,.hack//infection part 1 ,https://www.uvlist.net/game-155677-.hack+Infection+Part+1,2003,Bandai ,PS2
33,.hack//link ,https://www.uvlist.net/game-195303-.hack+Link,2010,Namco Bandai Games ,PSP
34,.hack//mobile ,https://www.uvlist.net/game-195304-.hack+Mobile,2003,Namco Bandai Games,Mobile
35,.hack//mutation part 2 ,https://www.uvlist.net/game-155678-.hack+Mutation+Part+2,2003,Bandai ,PS2
36,.hack//outbreak part 3 ,https://www.uvlist.net/game-155679-.hack+Outbreak+Part+3,2002,Bandai ,PS2
37,.hack//quarantine part 4 ,https://www.uvlist.net/game-155681-.hack+Quarantine+Part+4,2004,Bandai ,PS2
38,.heartbeats,https://www.uvlist.net/game-187133-.heartbeats,2012,author,Linux
39,.heartbeats,https://www.uvlist.net/game-240950-.heartbeats,2012,author,Windows
40,.lazr.,https://www.uvlist.net/game-206503-.lazr.,2014,Gaeel,Linux
41,'&' - sora no mukou de sakimasu you ni - ,https://www.uvlist.net/game-264727-Sora+no+Mukou+de+Sakimasu+you+ni,2013,5pb. Games ,PS3
42,'&' - sora no mukou de sakimasu you ni - ,https://www.uvlist.net/game-264728-Sora+no+Mukou+de+Sakimasu+you+ni,2012,Akatsuki Works,Windows
43,'80s tv shows - tidbit trivia,https://www.uvlist.net/game-230807-80s+TV+Shows+Tidbit+Trivia,?,Brain Rice Games,iOS
44,'89 dennou kyuusei uranai ,https://www.uvlist.net/game-157810-89+Dennou+Kyuusei+Uranai,1988,Jingukan ,NES
45,'90s song lyrics - tidbit trivia,https://www.uvlist.net/game-230133-90s+Song+Lyrics+Tidbit+Trivia,?,Brain Rice Games,iOS
46,'98 koushien ,https://www.uvlist.net/game-100903-98+Koushien,2000,Magical Company,PS
47,'99 koushien ,https://www.uvlist.net/game-100904-99+Koushien,1999,Magical Company,PS
48,'aha! i found it!' hidden object game ,https://www.uvlist.net/game-197624-Aha+I+Found+It+Hidden+Object+Game,2009,A-Team,Wii
49,'aha! i got it!' escape game ,https://www.uvlist.net/game-197642-Aha+I+Got+It+Escape+Game,2008,A-Team,Wii
50,'chou' kowai hanashi ds: ao no shou ,https://www.uvlist.net/game-258810-Chou+Kowai+Hanashi+DS+Ao+no+Shou,2010,Alchemist,Nintendo DS
51,'chutes and sharks,https://www.uvlist.net/game-198502-Chutes+and+Sharks,1981,Futura,TI99
52,'co** geass' -in'yoku no terrorist- ,https://www.uvlist.net/game-264730-Co+Geass+Inyoku+no+Terrorist,2007,Team-Tanabe,Windows
53,'copter capers,https://www.uvlist.net/game-198500-Copter+Capers,1982,Futura,TI99
54,'ghini run,https://www.uvlist.net/game-262620-Ghini+Run,2002,Piptol Productions ,MS-DOS
55,'gms2jam' ,https://www.uvlist.net/game-227529-GMS2JAM,2016,author,Linux
56,"'kareshi inai reki = nenrei' ja, doushite ikenai no yo!? ~sei torea gakuen ren'ai kinshi rei~ ",https://www.uvlist.net/game-264731-Kareshi+Inai+Reki++Nenrei+Ja+Doushite+Ikenai+no+yo+Sei+Torea+Gakuen+Renai+Kinshi+Rei,2012,Hadashi Shoujo,Windows
57,'merican mail,https://www.uvlist.net/game-228385-Merican+Mail,2012,Zener Works,PS Vita
58,'n verlore verstand,https://www.uvlist.net/game-219967-n+Verlore+Verstand,2016,Skobbejak Games,Linux
59,'n verlore verstand,https://www.uvlist.net/game-276038-n+Verlore+Verstand,2017,Skobbejak Games,Xbox One
60,'nakadashi' igai wa kousoku ihan ~joshi kou sai ・nottori keikaku~ ,https://www.uvlist.net/game-264732-Nakadashi+Igai+wa+Kousoku+Ihan+Joshi+Kou+Sai+Nottori+Keikaku,2006,MBS Truth,Windows
61,'nam 1965-1975,https://www.uvlist.net/game-40441-Nam+1965+1975,1991,Domark ,Atari ST
62,'nam 1965-1975,https://www.uvlist.net/game-212364-Nam+1965+1975,1991,Domark ,MS-DOS
63,'round town,https://www.uvlist.net/game-217492-Round+Town,2014,author,Linux
64,'s,https://www.uvlist.net/game-240951-S,2008,WLC Soft,Windows
65,'shirudaku' nobushito black box ,https://www.uvlist.net/game-240954-Shirudaku+Nobushito+Black+Box,2012,Black Lilith,Windows
66,"'sora neko' boku, onna no ko ni nacchatta - nyuugaku hen - ",https://www.uvlist.net/game-264733-Sora+Neko+Boku+Onna+no+Ko+ni+Nacchatta+Nyuugaku+Hen,2011,Lime Green,Windows
67,'splosion man,https://www.uvlist.net/game-172004-Splosion+Man,2009,Microsoft ,X360
68,'super' scary story ds blue chapter ,https://www.uvlist.net/game-257623-Super+scary+story+DS+blue+chapter,2010,Alchemist,Nintendo DS
69,'til cows tear us apart,https://www.uvlist.net/game-240952-Til+Cows+Tear+Us+Apart,2014,Pierre Corbinais,Windows
70,'watashi no iu koto kikinasai!' onee-chan-tachi to josou otouto shin-kun ~case 1 shin-kun no jijou~,https://www.uvlist.net/game-264734-Watashi+no+Iu+Koto+Kikinasai+Onee+chan+tachi+to+Josou+Otouto+Shin+kun+Case+1+Shin+kun+no+Jijou,2007,G Spot ,Windows
71,(asmr) vin diesel dming a game of d&d just for you,https://www.uvlist.net/game-217338-ASMR+Vin+Diesel+DMing+a+Game+of+D+D+Just+For+You,2014,author,Linux
72,(don't) save the princess!,https://www.uvlist.net/game-171115-Dont+Save+the+Princess,2009,Shen Games,Windows
73,(mental)fairy,https://www.uvlist.net/game-218485-mental+fairy,2015,0x0961h,Linux
74,(not escape room),https://www.uvlist.net/game-264735-Not+Escape+Room,?,PunGo,Windows
75,(p)lanets - the life of normalcy has ended! (planets - the life of normalcy has ended!),https://www.uvlist.net/game-184271-P+lanets+the+life+of+normalcy+has+ended+Planets+the+life+of+normalcy+has+ended,2011,Teacup,Linux
76,(p)lanets - the life of normalcy has ended! (planets - the life of normalcy has ended!) ((p)lanets),https://www.uvlist.net/game-240953-P+lanets+the+life+of+normalcy+has+ended+Planets+the+life+of+normalcy+has+ended+P+lanets,2011,Teacup,Windows
77,(t)raumschiff surprise: periode 1,https://www.uvlist.net/game-248143-T+Raumschiff+Surprise+Periode+1,2004,Take-Two Interactive ,Windows
78,(trivia),https://www.uvlist.net/game-176910-Trivia,1995,Feras Information Technologies,Tandy Zoomer
79,[ash] the seeds of destruction ,https://www.uvlist.net/game-217254-ASH+the+Seeds+of+Destruction,2015,PaperDoor Studios,Linux
80,[endless overdrive],https://www.uvlist.net/game-264736-ENDLESS+OVERDRIVE,?,Fewprime,Windows
81,[out],https://www.uvlist.net/game-207044-out,2014,bracket games ,Linux
82,[phase shift],https://www.uvlist.net/game-243058-Phase+Shift,2014,Alte,Internet Only
83,[redacted] life,https://www.uvlist.net/game-225127-redacted+Life,2016,Katy133,Linux
84,[resist],https://www.uvlist.net/game-232630-Resist,2017,quasiotter,Linux
85,[speer],https://www.uvlist.net/game-264737-Speer,?,and0,Windows
86,[text] - a summer story,https://www.uvlist.net/game-264738-text+A+Summer+Story,2010,sakevisual,Windows
87,]time dungeon - american history,https://www.uvlist.net/game-257087-Time+Dungeon+American+History,?,Advanced Operating Systems,Apple II E
88,]time dungeon - world history,https://www.uvlist.net/game-257088-Time+Dungeon+World+History,?,Advanced Operating Systems,Apple II E
89,{title},https://www.uvlist.net/game-217008-TITLE,2015,author,Linux
90,@camelia girls,https://www.uvlist.net/game-183483-Camelia+Girls,2010,Studio TT Petok;Pigux Productions,Linux
91,@cs2e3,https://www.uvlist.net/game-216877-cs2e3,2014,gigeu,Linux
92,@field,https://www.uvlist.net/game-193376-field,2012,Sonic Powered,PS Vita
93,@home.mate ,https://www.uvlist.net/game-172425-Home.Mate,2009,Illusion,Windows
94,＠honey coming royal sweet ,https://www.uvlist.net/game-244035-Honey+Coming+Royal+Sweet,2009,Hooksoft,Windows
95,@simple series vol. 1: the block kuzushi neo ,https://www.uvlist.net/game-197621-Simple+Series+Vol.+1+The+Block+Kuzushi+Neo,2008,D3 Publisher ,Wii
96,@simple series vol. 2: the number puzzle neo ,https://www.uvlist.net/game-197643-Simple+Series+Vol.+2+The+Number+Puzzle+Neo,2008,D3 Publisher ,Wii
97,@simple series vol. 3: the mahjong ,https://www.uvlist.net/game-197622-Simple+Series+Vol.+3+The+Mahjong,2008,D3 Publisher ,Wii
98,@simple series vol. 4: the misshitsukara no dasshutsu,https://www.uvlist.net/game-197884-Simple+Series+Vol.+4+The+Misshitsukara+no+Dasshutsu,2009,D3 Publisher ,Wii
99,@simple series vol. 5: the judo ,https://www.uvlist.net/game-197276-Simple+Series+Vol.+5+The+Judo,2009,D3 Publisher ,Wii
100,@simple v series vol.2 the escape highway full boost ~ nagoya-tokyo 4 hours ,https://www.uvlist.net/game-257624-SIMPLE+V+Series+Vol.2+THE+Escape+Highway+Full+Boost++Nagoya+Tokyo+4+Hours,2014,D3 Publisher,PS Vita
101,*interactive taco bell* ,https://www.uvlist.net/game-224183-Interactive+Taco+Bell,2016,author,Linux
102,*swoosh* bubble-fishing!,https://www.uvlist.net/game-207082-swoosh+bubble+fishing,2015,author,Linux
103,//// sigma ////,https://www.uvlist.net/game-217137-SIGMA,2014,Tyu,Linux
104,/dia,https://www.uvlist.net/game-264474-dia,?,author,Internet Only
105,/r/furry,https://www.uvlist.net/game-230871-r+furry,2017,neonthewolf,Linux
106,&: sora no mukou de saki masuyou ni ,https://www.uvlist.net/game-222149-Sora+no+Mukou+de+Saki+Masuyou+ni,2013,Spike Chunsoft ,PS Vita
107,&litude,https://www.uvlist.net/game-229085-LITUDE,2017,anttihaavikko,Linux
108,&love ,https://www.uvlist.net/game-241583-Love,2009,Comet,Windows
109,#blud,https://www.uvlist.net/game-277349-BLUD,2024,Humble Bundle ,PS4
110,#breakforcist battle,https://www.uvlist.net/game-243126-Breakforcist+Battle,2018,Lucid Sheep Games,Switch
111,#drive,https://www.uvlist.net/game-260058-DRIVE,2021,PM Studios ,Switch
112,#funtime,https://www.uvlist.net/game-277350-Funtime,2020,Quantum Astrophysicists Guild ,PS4
113,#happysad,https://www.uvlist.net/game-206930-happysad,2015,0x0961h,Linux
114,#killallzombies,https://www.uvlist.net/game-232301-killallzombies,2014,Beatshapers,PS4
115,#killallzombies,https://www.uvlist.net/game-232302-KILLALLZOMBIES,2016,Digerati ,Xbox One
116,#monstercakes,https://www.uvlist.net/game-235886-monstercakes,2017,Paleno Games,Linux
117,#racedierun,https://www.uvlist.net/game-248440-RaceDieRun,2019,QubicGames,Switch
118,#sinucaattack,https://www.uvlist.net/game-276059-SinucaAttack,2021,eastasiasoft ,Switch
119,"#xmas, super puzzles dream",https://www.uvlist.net/game-276039-Xmas+Super+Puzzles+Dream,2020,FuriouSoftPhoenix,Switch
120,"#xmas, super puzzles dream",https://www.uvlist.net/game-277000-Xmas+Super+Puzzles+Dream,2022,e-llusiontertainment,PS5
121,< /reality >,https://www.uvlist.net/game-227154-reality,2016,Fancy Fish Games,Linux
122,< /reality >,https://www.uvlist.net/game-240956-reality,2017,Fancy Fish Games,Windows
123,<3,https://www.uvlist.net/game-184444-3,2009,Mole-chan,Linux
124,<3,https://www.uvlist.net/game-240957-3,2009,Moleworks,Windows
125,<missile.kmd> ,https://www.uvlist.net/game-229905-missile.kmd,2017,author,Linux
126,>>fami! kyou no menu wa lesson c ,https://www.uvlist.net/game-264739-Fami+Kyou+no+Menu+wa+Lesson+C,2006,Foglio Publishing ,Windows
127,>err.,https://www.uvlist.net/game-240958-ERR.,2009,?,Windows
128,>observer_,https://www.uvlist.net/game-247474-observer,2017,Aspyr Media ,Mac OS X
129,>observer_,https://www.uvlist.net/game-228631-observer,2017,Aspyr Media ,Linux
130,>observer_,https://www.uvlist.net/game-232206-observer,2017,Aspyr Media ,Xbox One
131,>observer_,https://www.uvlist.net/game-237748-observer,2017,Aspyr Media ,PS4
132,>observer_,https://www.uvlist.net/game-237749-observer,2017,Aspyr Media ,Windows
133,>start >fight >run,https://www.uvlist.net/game-240959-Start+Fight+Run,2011,Bento Smile,Windows
134,~airwave~ ,https://www.uvlist.net/game-267584-airwave,2011,author,Windows
135,~etsuraku houshi~ obscene service ,https://www.uvlist.net/game-264740-Etsuraku+Houshi+Obscene+Service,2007,schoolzone,Windows
136,~ikusei mahjong~ mahjong yuugi ,https://www.uvlist.net/game-264741-Ikusei+Mahjong+Mahjong+Yuugi,2001,Waffle,Windows
137,~inchuu waden kaikoroku~ ,https://www.uvlist.net/game-264742-Inchuu+Waden+Kaikoroku,2012,48Te,Windows
138,~koidamazume~ ,https://www.uvlist.net/game-240960-Koidamazume,2008,Lover Soul,Windows
139,~miboujin~ niku dorei ,https://www.uvlist.net/game-244036-Miboujin+Niku+Dorei,2000,Guilty,Windows
140,~miyako~ awayuki no utage ,https://www.uvlist.net/game-244037-Miyako+Awayuki+no+Utage,2012,? ,PSP
141,"~mofukuzuma~ 'yurushite anata... watashi, yowai onna desu' ",https://www.uvlist.net/game-264743-Mofukuzuma+Yurushite+Anata...+Watashi+Yowai+Onna+Desu,2005,Marigold ,Windows
142,~oume tokkai~ chikan densha  i-cup jukuzuma kyouko ,https://www.uvlist.net/game-249668-Oume+Tokkai+Chikan+Densha+I+cup+Jukuzuma+Kyouko,2016,Milk Pai,Windows
143,~oume tokkai~ chikan densha f-cup mibouzuma reiko ,https://www.uvlist.net/game-258811-Oume+Tokkai+Chikan+Densha+F+cup+Mibouzuma+Reiko,2009,Milk Pai,Windows
144,~oume tokkai~ chikan densha g-cup niizuma chiemi ,https://www.uvlist.net/game-264744-Oume+Tokkai+Chikan+Densha+G+cup+Niizuma+Chiemi,2009,Milk Pai,Windows
145,~oume tokkai~ chikan densha h-cup wakazuma maina ,https://www.uvlist.net/game-264745-Oume+Tokkai+Chikan+Densha+H+cup+Wakazuma+Maina,2009,Milk Pai,Windows
146,"~pantsu o miseru koto, sore ga...~ daiuchuu no hokori ",https://www.uvlist.net/game-264746-Pantsu+o+Miseru+Koto+Sore+ga...+Daiuchuu+no+Hokori,2009,Wheel,Windows
147,～sorcery saga: the curse of the great curry god～ ,https://www.uvlist.net/game-257625-SORCERY+SAGA+THE+CURSE+OF+THE+GREAT+CURRY+GOD,2013,Compile Heart,PS Vita
148,∞ infinity loop,https://www.uvlist.net/game-230808-Infinity+Loop,?,WebAvenue Unipessoal Lda,iOS
149,▲nø♦c1ip▲ ,https://www.uvlist.net/game-217517-NoC1iP,2014,Duende Games,Linux
150,♥ri na gakkou seikatsu ,https://www.uvlist.net/game-265283-ri+na+Gakkou+Seikatsu,2013,Parthenon,Windows
151,♥ri no hentai nikki ~chijo ni naritai onna no ko~ ,https://www.uvlist.net/game-265284-ri+no+Hentai+Nikki+Chijo+ni+Naritai+Onna+no+Ko,2013,Parthenon,Windows
152,0 a.d. ,https://www.uvlist.net/game-173404-0+A.D.,2009,Wildfire Games,Windows
153,0 a.d. ,https://www.uvlist.net/game-173374-0+A.D.,2009,Wildfire Games,Linux
154,0 a.d. ,https://www.uvlist.net/game-226245-0+A.D.,2016,Wildfire Games,BSD
155,0 and x ,https://www.uvlist.net/game-223361-0+And+X,1986,Robtek,C16/Plus4
156,0 and x ,https://www.uvlist.net/game-109479-0+and+X,1986,Alpha Software;Wicked Software;Robtek,C64
157,0 day attack on earth,https://www.uvlist.net/game-183548-0+day+Attack+on+Earth,2009,Square Enix ,X360
158,0 degrees,https://www.uvlist.net/game-277001-0+Degrees,2021,Kiddo Dev;East Asiasoft;Nerd Games,PS5
159,0 grad nord ,https://www.uvlist.net/game-228392-0+Grad+Nord,1985,Ariolasoft ,Atari 400/800
160,0 grad nord ,https://www.uvlist.net/game-228393-0+Grad+Nord,1985,Ariolasoft ,C64
161,0 ji no kane to cinderella ~halloween wedding~ ,https://www.uvlist.net/game-264747-0+Ji+no+Kane+to+Cinderella+Halloween+Wedding,2015,QuinRose,PS Vita
162,0 kara no shogi: shogi youchien ayumi kumi ,https://www.uvlist.net/game-196181-0+Kara+no+Shogi+Shogi+Youchien+Ayumi+Kumi,1999,Affect,PS
163,0 kara no shogi: shogi youchien ayumi kumi r ,https://www.uvlist.net/game-100822-0+Kara+no+Shogi+Shogi+Youchien+Ayumi+Kumi+R,2000,Affect,PS
164,0 story,https://www.uvlist.net/game-264646-0+Story,2000,Enix Corporation ,PS2
165,0-d beat drop ,https://www.uvlist.net/game-183549-0+D+Beat+Drop,2009,Arc System Works ,X360
166,00 mem.: ~le chat~ ,https://www.uvlist.net/game-248581-00+mem.+Le+Chat,2014,?,Android
167,00 mem.: ~le chat~ ,https://www.uvlist.net/game-248582-00+mem.+Le+Chat,2009,MadArtist,Windows
168,0013 ,https://www.uvlist.net/game-231925-0013,1988,CA-Verlag,C64
169,002: agent double ,https://www.uvlist.net/game-46014-002+Agent+Double,1990,Amstar ,Amstrad CPC
170,005,https://www.uvlist.net/game-1-005,1981,Sega;Gremlin Industries ,Arcade
171,007,https://www.uvlist.net/game-223362-007,1987,Mulisoft,C16/Plus4
172,007 - agent under fire ,https://www.uvlist.net/game-98579-007+Agent+Under+Fire,2002,Electronic Arts ,GameCube
173,007 car chase,https://www.uvlist.net/game-223259-007+Car+Chase,1985,Coplin Software,C64
174,007 from russia with love ,https://www.uvlist.net/game-194302-007+From+Russia+With+Love,2005,Electronic Arts,PS2
175,007 from russia with love ,https://www.uvlist.net/game-176371-007+From+Russia+With+Love,2005,Electronic Arts ,Xbox
176,007 from russia with love ,https://www.uvlist.net/game-181511-007+From+Russia+With+Love,2005,Electronic Arts,GameCube
177,﻿007 frugal termination,https://www.uvlist.net/game-229148-007+Frugal+Termination,1999,author,TI Calculators
178,007 ja tohtori ei,https://www.uvlist.net/game-223260-007+Ja+Tohtori+Ei,1983,author,C64
179,007 legends,https://www.uvlist.net/game-192016-007+Legends,2012,Activision ,Windows
180,007 legends,https://www.uvlist.net/game-192017-007+Legends,2012,Activision ,PS3
181,007 legends,https://www.uvlist.net/game-192018-007+Legends,2012,Activision ,X360
182,007 legends,https://www.uvlist.net/game-192019-007+Legends,2012,Activision ,Wii U
183,007 racing ,https://www.uvlist.net/game-100823-007+Racing,2000,Electronic Arts ,PS
184,007: aqua base,https://www.uvlist.net/game-197283-007+Aqua+Base,1982,American Software Design and Distribution Company,TI99
185,007: from russia with love ,https://www.uvlist.net/game-196003-007+From+Russia+With+Love,2006,Electronic Arts,PSP
186,007: im dienste seiner majestaet ,https://www.uvlist.net/game-276324-007+Im+Dienste+Seiner+Majestaet,1986,CPC Schneider International,Amstrad CPC
187,007: james bond ,https://www.uvlist.net/game-97110-007+James+Bond,1984,Tsukuda Original,SG-1000
188,007: nightfire ,https://www.uvlist.net/game-152901-007+NightFire,2002,Electronic Arts ,PS2
189,007: the world is not enough,https://www.uvlist.net/game-161574-007+The+World+is+Not+Enough,2001,Electronic Arts;EA Games ,GBC
190,007: the world is not enough ,https://www.uvlist.net/game-100824-007+The+World+is+Not+Enough,2000,Electronic Arts ,PS
191,007: the world is not enough ,https://www.uvlist.net/game-99046-007+The+World+is+Not+Enough,2000,Electronic Arts ,N64
192,007: tomorrow never dies ,https://www.uvlist.net/game-47486-007+Tomorrow+Never+Dies,1999,Electronic Arts ,PS
193,007: top agent,https://www.uvlist.net/game-174824-007+Top+Agent,2009,Sony Pictures Mobile,iOS
194,01 intro is also the end,https://www.uvlist.net/game-207070-01+Intro+Is+Also+The+End,2013,Lulu Blue,Linux
195,01 north pole clock tower alternate,https://www.uvlist.net/game-258838-01+North+Pole+Clock+Tower+Alternate,?,NORAD,Flash
196,04x alien eliminator,https://www.uvlist.net/game-214419-04X+Alien+Eliminator,2000,author,Windows
197,08 santa packaging inc,https://www.uvlist.net/game-258839-08+Santa+Packaging+Inc,?,NORAD,Flash
198,09z,https://www.uvlist.net/game-173251-09Z,1987,Compac;IO Disk Service,MICRO 7 - FM7
199,0rbitalis,https://www.uvlist.net/game-204508-0RBITALIS,2015,Mastertronic,Linux
200,0rbitalis ,https://www.uvlist.net/game-210895-0RBITALIS,2014,Mastertronic ,Windows
201,0verkill,https://www.uvlist.net/game-50184-0verkill,2000,author,Linux
202,0verkill,https://www.uvlist.net/game-225973-0verkill,2000,author,BSD
203,0verkill,https://www.uvlist.net/game-177616-0verkill,?,?,OS/2
204,0verkill,https://www.uvlist.net/game-225876-0verkill,2000,author,Unix
205,0war,https://www.uvlist.net/game-198508-0WAR,2013,Teasoft,PS Vita
206,0x0,https://www.uvlist.net/game-276707-0x0,1990,author,Amiga
207,0x10c ,https://www.uvlist.net/game-186989-0x10c,TBA,Mojang,Linux
208,1 -ichi- ,https://www.uvlist.net/game-249671-1+ichi,2002,Tarutaru,Windows
209,1 2 3,https://www.uvlist.net/game-156427-1+2+3,1986,Al Alamiah,MSX
210,1 across 2 down,https://www.uvlist.net/game-161789-1+Across+2+Down,1990,Amiganuts United ,Amiga
211,1 billion rupiah girl,https://www.uvlist.net/game-184367-1+Billion+Rupiah+Girl,2010,EVE PROJECT,Linux
212,1 billion rupiah girl,https://www.uvlist.net/game-240961-1+Billion+Rupiah+Girl,2010,EVE PROJECT,Windows
213,1 billion rupiah girl ,https://www.uvlist.net/game-244038-1+Billion+Rupiah+Girl,2014,?,Android
214,1 kilobyte jack pot ,https://www.uvlist.net/game-195509-1+KiloByte+Jack+Pot,1991,PC Amstrad International,Amstrad CPC
215,1 million ton no barabara,https://www.uvlist.net/game-237136-1+Million+Ton+no+Barabara,?,?,PSP
216,1 on 1 government ,https://www.uvlist.net/game-97359-1+on+1+Government,1999,Tecmo ,Arcade
217,1 room and 48 hours,https://www.uvlist.net/game-227413-1+Room+and+48+Hours,2016,author,Linux
218,1 room demon slayer,https://www.uvlist.net/game-231460-1+Room+Demon+Slayer,2017,bryqu,Linux
219,1 run rpg,https://www.uvlist.net/game-206529-1+Run+RPG,2014,author,Linux
220,"1 step, 1 jump",https://www.uvlist.net/game-230053-1+Step+1+Jump,2017,   Apathic Studio,Linux
221,1 to 1 soccer,https://www.uvlist.net/game-276328-1+to+1+Soccer,2020,CPC Retro Dev ,Amstrad CPC
222,1 vs 100 ,https://www.uvlist.net/game-198510-1+vs+100,2008,Mindscape,Nintendo DS
223,1 vs. 100,https://www.uvlist.net/game-189013-1+vs.+100,2009,Gameloft,iOS
224,1-2 switch ,https://www.uvlist.net/game-228758-1+2+Switch,2017,Nintendo,Switch
225,1-2-3 digit multiplication ,https://www.uvlist.net/game-277586-1+2+3+Digit+Multiplication,1986,Microcomputer Workshops,Apple II E
226,1-2-3 sequence me,https://www.uvlist.net/game-251184-1+2+3+Sequence+Me,1991,Sunburst Communications ,Apple II E
227,1-2-3-4: mishak heshbon l'gilaim 5-8 ,https://www.uvlist.net/game-262685-1+2+3+4+Mishak+Heshbon+Lgilaim+5+8,1989,Tekoa Computers,MS-DOS
228,1-2finish!,https://www.uvlist.net/game-155201-1+2Finish,2000,NenGollo,Windows
229,1-2finish! remaster,https://www.uvlist.net/game-166653-1+2Finish+Remaster,2005,NenGollo,Windows
230,1-3-5-7,https://www.uvlist.net/game-231928-1+3+5+7,1991,Compute!,C64
231,1-6 oozes in the dark,https://www.uvlist.net/game-264475-1+6+Oozes+in+the+Dark,?,Deus Ex Minima,Internet Only
232,1-a,https://www.uvlist.net/game-240962-1+A,2009,CROCORE,Windows
233,1-bit ninja,https://www.uvlist.net/game-189014-1+bit+Ninja,2011,kode80,iOS
234,1-bit revival: the residuals of null,https://www.uvlist.net/game-246968-1+Bit+Revival+The+Residuals+of+Null,2019,author,Linux
235,1-i,https://www.uvlist.net/game-258840-1+i,?,UltimateArcade.com,Flash
236,1-keyboard 2-player,https://www.uvlist.net/game-230312-1+Keyboard+2+Player,2017,Anti-i25,Linux
237,1-nichi-10-pun de e ga jouzu ni kakeru ds ,https://www.uvlist.net/game-198501-1+Nichi+10+Pun+de+E+ga+Jouzu+ni+Kakeru+DS,2008,Agatsuma Entertainment,Nintendo DS
238,1... 2... 3... kick it! ,https://www.uvlist.net/game-181762-1...+2...+3...+KICK+IT,2011,Dejobaan Games,Windows
239,1.000 kung-fu maniacs!,https://www.uvlist.net/game-229680-1.000+Kung+Fu+Maniacs,2011,Psytronik Software,C64
240,1/2 summer ,https://www.uvlist.net/game-231927-1+2+summer,2013,Alchemist,PSP
241,1/2 summer ,https://www.uvlist.net/game-240963-1+2+Summer,2012,Alcot Honey Comb,Windows
242,½ blood ,https://www.uvlist.net/game-195885-12++Blood,2003,? ,Windows
243,10 aku - angel and devil ,https://www.uvlist.net/game-168761-10+Aku+Angel+and+Devil,2003,? ,Windows
